Invoice_Number_ID,Invoice_Number,Invoice_Status
17800,534744,shipped
17801,534745,shipped
17802,534746,shipped
17803,534749,
17804,534753,shipped
17805,534758,shipped
17806,534759,shipped
17807,534760,shipped
17808,534761,shipped
17809,534762,shipped
17810,534763,shipped
17811,534764,shipped
17812,534765,shipped
17813,534766,shipped
17814,534767,nan
17815,534768,shipped
17816,534769,shipped
17817,534770,shipped
17818,534772,shipped
17819,534773,shipped
17820,534774,shipped
17821,534775,NULL
17822,534776,shipped
17823,534777,shipped
17824,534779,shipped
17825,534780,shipped
17826,534783,shipped
17827,534786,shipped
17828,534788,shipped
17829,534793,returned
17830,534794,shipped
17831,534797,shipped
17832,534799,shipped
17833,534800,shipped
17834,534801,shipped
17835,534802,shipped
17836,534804,shipped
17837,534805,shipped
17838,534807,shipped
17839,534808,shipped
17840,534809,shipped
17841,534810,shipped
17842,534811,shipped
17843,534812,returned
17844,534813,nan
17845,534814,shipped
17846,534816,shipped
17847,534818,shipped
17848,534820,shipped
17849,534821,shipped
17850,534822,shipped
17851,534830,shipped
17852,534832,shipped
17853,534835,shipped
17854,534836,shipped
17855,534839,canceled
17856,534840,canceled
17857,534841,nan
17858,534842,shipped
17859,534843,canceled
17860,534844,shipped
17861,534846,shipped
17862,534847,shipped
17863,534848,returned
17864,534851,shipped
17865,534854,shipped
17866,534856,returned
17867,534857,shipped
17868,534858,canceled
17869,534860,shipped
17870,534861,shipped
17871,534862,shipped
17872,534864,returned
17873,534865,NULL
17874,534866,shipped
17875,534869,returned
17876,534870,nan
17877,534873,shipped
17878,534875,
17879,534876,shipped
17880,534877,shipped
17881,534879,nan
17882,534882,shipped
17883,534884,shipped
17884,534885,shipped
17885,534887,shipped
17886,534888,shipped
17887,534889,shipped
17888,534890,shipped
17889,534894,shipped
17890,534900,canceled
17891,534902,shipped
17892,534914,shipped
17893,534934,shipped
17894,534935,shipped
17895,534943,shipped
17896,534944,shipped
17897,534946,shipped
17898,534948,shipped
17899,534956,shipped
17900,534959,canceled
17901,534980,shipped
17902,535014,canceled
17903,535016,
17904,535017,shipped
17905,535018,shipped
17906,535019,shipped
17907,535037,shipped
17908,535040,shipped
17909,535041,shipped
17910,535066,shipped
17911,535077,shipped
17912,535078,shipped
17913,535079,shipped
17914,535080,shipped
17915,535081,shipped
17916,535082,shipped
17917,535083,shipped
17918,535084,shipped
17919,535085,shipped
17920,535086,shipped
17921,535088,shipped
17922,535089,shipped
17923,535090,shipped
17924,535091,shipped
17925,535092,nan
17926,535094,shipped
17927,535095,shipped
17928,535096,shipped
17929,535097,shipped
17930,535100,shipped
17931,535101,canceled
17932,535102,canceled
17933,535103,shipped
17934,535104,shipped
17935,535105,shipped
17936,535106,shipped
17937,535107,shipped
17938,535108,shipped
17939,535113,returned
17940,535114,shipped
17941,535124,shipped
17942,535131,shipped
17943,535139,returned
17944,535173,shipped
17945,535181,shipped
17946,535182,returned
17947,535187,shipped
17948,535192,canceled
17949,535195,shipped
17950,535196,shipped
17951,535204,shipped
17952,535215,shipped
17953,535221,shipped
17954,535227,shipped
17955,535228,shipped
17956,535229,shipped
17957,535231,shipped
17958,535235,shipped
17959,535240,shipped
17960,535241,shipped
17961,535242,shipped
17962,535243,shipped
17963,535244,shipped
17964,535245,shipped
17965,535247,shipped
17966,535248,shipped
17967,535249,shipped
17968,535250,shipped
17969,535251,shipped
17970,535252,NULL
17971,535253,shipped
17972,535254,shipped
17973,535255,shipped
17974,535257,shipped
17975,535258,shipped
17976,535259,canceled
17977,535260,shipped
17978,535261,
17979,535262,shipped
17980,535263,shipped
17981,535264,shipped
17982,535265,shipped
17983,535266,shipped
17984,535267,canceled
17985,535268,shipped
17986,535269,shipped
17987,535270,shipped
17988,535271,returned
17989,535272,canceled
17990,535273,returned
17991,535274,shipped
17992,535275,shipped
17993,535277,shipped
17994,535278,shipped
17995,535282,shipped
17996,535283,shipped
17997,535285,shipped
17998,535288,shipped
17999,535297,shipped
18000,535306,shipped
18001,535308,shipped
18002,535310,shipped
18003,535311,shipped
18004,535312,shipped
18005,535313,shipped
18006,535314,shipped
18007,535315,shipped
18008,535316,shipped
18009,535317,returned
18010,535318,shipped
18011,535319,shipped
18012,535320,shipped
18013,535321,shipped
18014,535324,shipped
18015,535325,shipped
18016,535326,returned
18017,535328,shipped
18018,535329,nan
18019,535330,shipped
18020,535331,shipped
18021,535332,shipped
18022,535334,canceled
18023,535336,shipped
18024,535338,shipped
18025,535341,shipped
18026,535342,shipped
18027,535343,shipped
18028,535344,shipped
18029,535345,
18030,535346,shipped
18031,535348,returned
18032,535349,shipped
18033,535350,shipped
18034,535351,
18035,535353,shipped
18036,535354,shipped
18037,535355,shipped
18038,535365,shipped
18039,535366,shipped
18040,535367,shipped
18041,535368,shipped
18042,535369,shipped
18043,535370,shipped
18044,535371,shipped
18045,535372,shipped
18046,535374,shipped
18047,535375,shipped
18048,535376,shipped
18049,535377,shipped
18050,535378,canceled
18051,535379,shipped
18052,535380,shipped
18053,535381,shipped
18054,535382,shipped
18055,535384,shipped
18056,535385,shipped
18057,535386,shipped
18058,535387,returned
18059,535388,shipped
18060,535389,canceled
18061,535391,shipped
18062,535392,shipped
18063,535393,shipped
18064,535394,shipped
18065,535395,shipped
18066,535396,shipped
18067,535397,shipped
18068,535398,shipped
18069,535399,shipped
18070,535400,shipped
18071,535402,shipped
18072,535408,shipped
18073,535409,shipped
18074,535412,shipped
18075,535414,shipped
18076,535415,shipped
18077,535416,nan
18078,535417,shipped
18079,535418,nan
18080,535419,
18081,535421,shipped
18082,535422,shipped
18083,535423,shipped
18084,535424,returned
18085,535425,shipped
18086,535426,shipped
18087,535427,shipped
18088,535429,returned
18089,535430,shipped
18090,535431,shipped
18091,535433,shipped
18092,535434,shipped
18093,535437,nan
18094,535449,shipped
18095,535457,shipped
18096,535463,shipped
18097,535464,shipped
18098,535465,shipped
18099,535466,shipped
18100,535467,shipped
18101,535468,shipped
18102,535470,
18103,535471,shipped
18104,535472,shipped
18105,535473,shipped
18106,535474,shipped
18107,535475,shipped
18108,535476,nan
18109,535477,shipped
18110,535478,shipped
18111,535488,returned
18112,535490,canceled
18113,535493,shipped
18114,535531,shipped
18115,535534,shipped
18116,535536,shipped
18117,535565,shipped
18118,535571,canceled
18119,535573,shipped
18120,535576,shipped
18121,535582,shipped
18122,535583,shipped
18123,535584,shipped
18124,535585,shipped
18125,535586,shipped
18126,535587,shipped
18127,535588,shipped
18128,535589,
18129,535590,shipped
18130,535591,NULL
18131,535592,shipped
18132,535593,shipped
18133,535594,shipped
18134,535615,returned
18135,535633,returned
18136,535639,shipped
18137,535641,shipped
18138,535642,shipped
18139,535644,shipped
18140,535645,shipped
18141,535646,shipped
18142,535647,shipped
18143,535648,shipped
18144,535650,shipped
18145,535652,shipped
18146,535653,shipped
18147,535654,shipped
18148,535655,NULL
18149,535656,shipped
18150,535657,canceled
18151,535658,shipped
18152,535659,shipped
18153,535660,shipped
18154,535661,shipped
18155,535662,shipped
18156,535664,shipped
18157,535665,shipped
18158,535666,shipped
18159,535667,shipped
18160,535668,shipped
18161,535669,shipped
18162,535670,shipped
18163,535672,shipped
18164,535673,shipped
18165,535674,shipped
18166,535675,shipped
18167,535676,shipped
18168,535677,shipped
18169,535679,returned
18170,535680,shipped
18171,535681,shipped
18172,535682,shipped
18173,535683,canceled
18174,535684,shipped
18175,535685,shipped
18176,535704,shipped
18177,535717,shipped
18178,535722,shipped
18179,535748,shipped
18180,535749,shipped
18181,535760,shipped
18182,535774,shipped
18183,535775,
18184,535776,shipped
18185,535777,shipped
18186,535780,shipped
18187,535782,shipped
18188,535783,canceled
18189,535784,shipped
18190,535785,shipped
18191,535786,shipped
18192,535787,
18193,535788,shipped
18194,535789,shipped
18195,535790,nan
18196,535791,shipped
18197,535794,shipped
18198,535795,shipped
18199,535796,shipped
18200,535797,shipped
18201,535798,shipped
18202,535799,shipped
18203,535801,shipped
18204,535802,shipped
18205,535803,shipped
18206,535805,shipped
18207,535806,shipped
18208,535807,shipped
18209,535809,shipped
18210,535810,shipped
18211,535811,shipped
18212,535812,shipped
18213,535813,shipped
18214,535814,shipped
18215,535815,shipped
18216,535816,shipped
18217,535817,shipped
18218,535818,shipped
18219,535819,shipped
18220,535820,
18221,535821,shipped
18222,535822,shipped
18223,535823,shipped
18224,535824,shipped
18225,535825,shipped
18226,535826,shipped
18227,535827,shipped
18228,535828,shipped
18229,535831,shipped
18230,535832,shipped
18231,535834,shipped
18232,535836,shipped
18233,535837,shipped
18234,535838,shipped
18235,535839,shipped
18236,535842,shipped
18237,535844,shipped
18238,535845,NULL
18239,535847,shipped
18240,535851,shipped
18241,535875,shipped
18242,535879,shipped
18243,535880,shipped
18244,535881,shipped
18245,535883,canceled
18246,535902,shipped
18247,535907,shipped
18248,535912,canceled
18249,535932,shipped
18250,535937,canceled
18251,535940,canceled
18252,535944,shipped
18253,535945,returned
18254,535946,shipped
18255,535949,shipped
18256,535950,shipped
18257,535953,shipped
18258,535954,shipped
18259,535956,shipped
18260,535957,shipped
18261,535958,nan
18262,535959,shipped
18263,535960,shipped
18264,535961,returned
18265,535962,shipped
18266,535963,shipped
18267,535964,shipped
18268,535965,shipped
18269,535966,nan
18270,535967,shipped
18271,535974,nan
18272,535978,
18273,535979,shipped
18274,535980,shipped
18275,535981,shipped
18276,535982,shipped
18277,535984,
18278,535985,shipped
18279,535987,shipped
18280,535988,returned
18281,535989,shipped
18282,535990,shipped
18283,535991,shipped
18284,535992,shipped
18285,535993,nan
18286,535994,shipped
18287,535995,shipped
18288,535996,
18289,535997,shipped
18290,535998,shipped
18291,536000,shipped
18292,536001,shipped
18293,536002,shipped
18294,536003,shipped
18295,536006,shipped
18296,536008,shipped
18297,536009,shipped
18298,536010,shipped
18299,536011,shipped
18300,536012,shipped
18301,536013,shipped
18302,536014,returned
18303,536016,shipped
18304,536017,shipped
18305,536018,shipped
18306,536019,shipped
18307,536020,shipped
18308,536021,shipped
18309,536022,shipped
18310,536024,shipped
18311,536025,shipped
18312,536026,shipped
18313,536027,shipped
18314,536028,returned
18315,536029,shipped
18316,536030,shipped
18317,536035,shipped
18318,536036,canceled
18319,536038,shipped
18320,536039,shipped
18321,536040,nan
18322,536041,shipped
18323,536042,shipped
18324,536044,shipped
18325,536045,shipped
18326,536046,shipped
18327,536047,shipped
18328,536049,shipped
18329,536050,shipped
18330,536051,shipped
18331,536052,shipped
18332,536053,shipped
18333,536054,returned
18334,536055,shipped
18335,536057,shipped
18336,536058,shipped
18337,536059,shipped
18338,536060,shipped
18339,536061,shipped
18340,536063,shipped
18341,536064,shipped
18342,536066,shipped
18343,536067,shipped
18344,536068,shipped
18345,536072,shipped
18346,536073,canceled
18347,536074,shipped
18348,536075,shipped
18349,536076,shipped
18350,536081,shipped
18351,536088,shipped
18352,536091,returned
18353,536112,shipped
18354,536152,shipped
18355,536157,canceled
18356,536158,shipped
18357,536161,shipped
18358,536162,shipped
18359,536166,shipped
18360,536174,shipped
18361,536177,shipped
18362,536178,nan
18363,536179,shipped
18364,536180,shipped
18365,536182,shipped
18366,536183,shipped
18367,536184,returned
18368,536185,returned
18369,536186,shipped
18370,536187,shipped
18371,536188,shipped
18372,536189,shipped
18373,536190,shipped
18374,536191,
18375,536193,shipped
18376,536196,shipped
18377,536197,canceled
18378,536199,shipped
18379,536200,shipped
18380,536204,nan
18381,536205,shipped
18382,536206,shipped
18383,536207,shipped
18384,536208,shipped
18385,536209,
18386,536211,canceled
18387,536213,shipped
18388,536214,shipped
18389,536216,shipped
18390,536217,shipped
18391,536218,shipped
18392,536219,shipped
18393,536223,shipped
18394,536226,shipped
18395,536233,shipped
18396,536235,shipped
18397,536238,shipped
18398,536239,shipped
18399,536240,shipped
18400,536241,shipped
18401,536243,shipped
18402,536245,shipped
18403,536246,shipped
18404,536247,shipped
18405,536248,shipped
18406,536249,shipped
18407,536251,shipped
18408,536255,shipped
18409,536257,shipped
18410,536259,
18411,536260,shipped
18412,536261,shipped
18413,536262,shipped
18414,536263,shipped
18415,536264,shipped
18416,536266,shipped
18417,536267,shipped
18418,536272,shipped
18419,536281,shipped
18420,536282,shipped
18421,536307,shipped
18422,536324,shipped
18423,536325,shipped
18424,536326,
18425,536329,shipped
18426,536333,nan
18427,536345,shipped
18428,536346,returned
18429,536353,shipped
18430,536354,shipped
18431,536355,canceled
18432,536356,shipped
18433,536357,shipped
18434,536358,shipped
18435,536359,shipped
18436,536360,shipped
18437,536361,shipped
18438,536363,shipped
18439,536364,shipped
18440,536365,shipped
18441,536366,shipped
18442,536367,shipped
18443,536368,shipped
18444,536369,shipped
18445,536370,returned
18446,536371,returned
18447,536372,shipped
18448,536373,shipped
18449,536374,shipped
18450,536375,shipped
18451,536376,shipped
18452,536377,shipped
18453,536378,shipped
18454,536380,shipped
18455,536381,shipped
18456,536382,shipped
18457,536384,shipped
18458,536385,shipped
18459,536386,canceled
18460,536387,shipped
18461,536388,shipped
18462,536389,shipped
18463,536390,shipped
18464,536392,shipped
18465,536393,shipped
18466,536394,shipped
18467,536395,shipped
18468,536396,shipped
18469,536397,shipped
18470,536398,shipped
18471,536399,shipped
18472,536400,shipped
18473,536401,shipped
18474,536402,nan
18475,536403,shipped
18476,536404,shipped
18477,536405,canceled
18478,536406,shipped
18479,536407,shipped
18480,536408,shipped
18481,536409,shipped
18482,536412,shipped
18483,536415,
18484,536416,shipped
18485,536420,shipped
18486,536423,shipped
18487,536425,shipped
18488,536437,shipped
18489,536446,shipped
18490,536460,shipped
18491,536463,shipped
18492,536464,returned
18493,536466,shipped
18494,536477,canceled
18495,536488,shipped
18496,536500,shipped
18497,536502,shipped
18498,536508,shipped
18499,536514,shipped
18500,536520,shipped
18501,536521,shipped
18502,536522,shipped
18503,536523,shipped
18504,536524,shipped
18505,536525,shipped
18506,536526,shipped
18507,536527,
18508,536528,shipped
18509,536529,shipped
18510,536530,shipped
18511,536531,canceled
18512,536532,shipped
18513,536533,shipped
18514,536534,shipped
18515,536535,shipped
18516,536536,shipped
18517,536537,shipped
18518,536538,shipped
18519,536539,shipped
18520,536540,shipped
18521,536541,shipped
18522,536542,returned
18523,536551,shipped
18524,536556,shipped
18525,536557,shipped
18526,536559,shipped
18527,536560,shipped
18528,536561,
18529,536562,shipped
18530,536563,shipped
18531,536564,shipped
18532,536566,shipped
18533,536567,returned
18534,536568,shipped
18535,536569,shipped
18536,536570,shipped
18537,536571,shipped
18538,536572,shipped
18539,536573,shipped
18540,536574,shipped
18541,536575,shipped
18542,536576,shipped
18543,536577,shipped
18544,536578,shipped
18545,536579,shipped
18546,536580,returned
18547,536581,returned
18548,536582,canceled
18549,536583,shipped
18550,536584,shipped
18551,536585,shipped
18552,536586,shipped
18553,536587,shipped
18554,536588,shipped
18555,536590,canceled
18556,536591,shipped
18557,536593,shipped
18558,536594,shipped
18559,536595,shipped
18560,536597,returned
18561,536598,shipped
18562,536599,shipped
18563,536600,shipped
18564,536601,shipped
18565,536602,shipped
18566,536603,shipped
18567,536604,shipped
18568,536605,shipped
18569,536607,shipped
18570,536608,shipped
18571,536609,shipped
18572,536610,canceled
18573,536611,shipped
18574,536612,shipped
18575,536613,canceled
18576,536614,shipped
18577,536615,shipped
18578,536616,shipped
18579,536617,canceled
18580,536618,shipped
18581,536619,returned
18582,536620,shipped
18583,536621,shipped
18584,536623,shipped
18585,536624,shipped
18586,536626,shipped
18587,536627,shipped
18588,536628,shipped
18589,536629,shipped
18590,536630,shipped
18591,536631,shipped
18592,536632,shipped
18593,536633,shipped
18594,536634,shipped
18595,536635,shipped
18596,536636,shipped
18597,536637,shipped
18598,536638,shipped
18599,536639,shipped
18600,536641,shipped
18601,536643,shipped
18602,536663,shipped
18603,536667,shipped
18604,536670,shipped
18605,536671,shipped
18606,536672,shipped
18607,536673,shipped
18608,536674,shipped
18609,536676,shipped
18610,536681,shipped
18611,536685,shipped
18612,536688,shipped
18613,536690,shipped
18614,536693,nan
18615,536698,shipped
18616,536707,shipped
18617,536732,returned
18618,536733,shipped
18619,536735,returned
18620,536736,shipped
18621,536738,shipped
18622,536739,shipped
18623,536740,shipped
18624,536741,shipped
18625,536742,shipped
18626,536743,canceled
18627,536744,shipped
18628,536745,shipped
18629,536746,
18630,536747,shipped
18631,536748,canceled
18632,536749,shipped
18633,536750,shipped
18634,536751,shipped
18635,536752,shipped
18636,536753,shipped
18637,536754,shipped
18638,536759,canceled
18639,536761,
18640,536762,shipped
18641,536763,shipped
18642,536769,shipped
18643,536771,shipped
18644,536777,NULL
18645,536778,shipped
18646,536779,shipped
18647,536781,shipped
18648,536782,shipped
18649,536783,shipped
18650,536784,shipped
18651,536785,nan
18652,536786,shipped
18653,536787,shipped
18654,536788,returned
18655,536789,shipped
18656,536790,shipped
18657,536791,canceled
18658,536792,returned
18659,536793,shipped
18660,536794,shipped
18661,536795,shipped
18662,536796,nan
18663,536797,shipped
18664,536798,shipped
18665,536799,shipped
18666,536800,returned
18667,536802,shipped
18668,536803,shipped
18669,536804,shipped
18670,536805,returned
18671,536806,shipped
18672,536808,shipped
18673,536809,shipped
18674,536810,shipped
18675,536811,canceled
18676,536813,shipped
18677,536819,nan
18678,536821,shipped
18679,536823,shipped
18680,536824,
18681,536830,nan
18682,536831,shipped
18683,536832,shipped
18684,536833,canceled
18685,536834,canceled
18686,536835,shipped
18687,536836,shipped
18688,536837,canceled
18689,536838,shipped
18690,536839,canceled
18691,536840,shipped
18692,536841,canceled
18693,536842,shipped
18694,536843,shipped
18695,536844,shipped
18696,536845,shipped
18697,536846,shipped
18698,536847,shipped
18699,536848,shipped
18700,536849,nan
18701,536851,shipped
18702,536852,shipped
18703,536856,shipped
18704,536857,shipped
18705,536858,returned
18706,536859,shipped
18707,536860,shipped
18708,536861,shipped
18709,536863,shipped
18710,536874,shipped
18711,536884,shipped
18712,536890,shipped
18713,536938,shipped
18714,536943,shipped
18715,536944,nan
18716,536945,canceled
18717,536946,shipped
18718,536947,shipped
18719,536954,shipped
18720,536956,nan
18721,536957,shipped
18722,536960,shipped
18723,536967,shipped
18724,536968,shipped
18725,536969,shipped
18726,536970,shipped
18727,536971,shipped
18728,536972,shipped
18729,536973,shipped
18730,536974,shipped
18731,536975,shipped
18732,536976,nan
18733,536977,returned
18734,536980,shipped
18735,536981,shipped
18736,536983,returned
18737,536984,shipped
18738,536985,
18739,536986,shipped
18740,536987,returned
18741,536988,shipped
18742,536989,shipped
18743,536990,shipped
18744,536992,shipped
18745,536993,shipped
18746,536994,shipped
18747,537022,shipped
18748,537023,shipped
18749,537026,shipped
18750,537030,shipped
18751,537031,shipped
18752,537034,shipped
18753,537035,shipped
18754,537036,shipped
18755,537037,shipped
18756,537038,shipped
18757,537040,shipped
18758,537041,
18759,537042,shipped
18760,537044,shipped
18761,537045,shipped
18762,537046,shipped
18763,537047,shipped
18764,537048,shipped
18765,537049,shipped
18766,537050,shipped
18767,537051,returned
18768,537052,shipped
18769,537053,shipped
18770,537054,shipped
18771,537055,shipped
18772,537057,shipped
18773,537058,canceled
18774,537059,returned
18775,537065,shipped
18776,537067,shipped
18777,537077,shipped
18778,537081,shipped
18779,537086,shipped
18780,537090,shipped
18781,537111,canceled
18782,537117,shipped
18783,537126,shipped
18784,537127,shipped
18785,537128,nan
18786,537129,shipped
18787,537130,shipped
18788,537131,shipped
18789,537133,shipped
18790,537134,shipped
18791,537135,shipped
18792,537136,shipped
18793,537137,shipped
18794,537138,shipped
18795,537139,canceled
18796,537140,shipped
18797,537141,shipped
18798,537142,shipped
18799,537144,shipped
18800,537153,nan
18801,537154,shipped
18802,537155,shipped
18803,537156,shipped
18804,537158,shipped
18805,537159,shipped
18806,537160,shipped
18807,537163,shipped
18808,537176,shipped
18809,537179,shipped
18810,537192,shipped
18811,537193,shipped
18812,537194,shipped
18813,537195,nan
18814,537196,shipped
18815,537197,shipped
18816,537198,shipped
18817,537199,shipped
18818,537200,shipped
18819,537201,shipped
18820,537202,shipped
18821,537204,shipped
18822,537205,shipped
18823,537206,shipped
18824,537207,shipped
18825,537208,shipped
18826,537209,shipped
18827,537210,canceled
18828,537211,shipped
18829,537212,shipped
18830,537213,returned
18831,537214,shipped
18832,537215,shipped
18833,537216,shipped
18834,537217,shipped
18835,537218,shipped
18836,537219,shipped
18837,537221,shipped
18838,537222,shipped
18839,537223,shipped
18840,537224,shipped
18841,537225,shipped
18842,537226,shipped
18843,537227,shipped
18844,537228,shipped
18845,537229,nan
18846,537231,
18847,537233,shipped
18848,537235,shipped
18849,537236,shipped
18850,537238,nan
18851,537239,shipped
18852,537241,shipped
18853,537242,shipped
18854,537243,returned
18855,537244,shipped
18856,537245,shipped
18857,537246,shipped
18858,537247,shipped
18859,537248,
18860,537249,shipped
18861,537250,shipped
18862,537254,shipped
18863,537255,shipped
18864,537256,shipped
18865,537257,nan
18866,537258,shipped
18867,537262,returned
18868,537265,shipped
18869,537298,shipped
18870,537301,shipped
18871,537312,shipped
18872,537313,shipped
18873,537332,shipped
18874,537334,shipped
18875,537335,shipped
18876,537346,shipped
18877,537350,shipped
18878,537351,shipped
18879,537354,shipped
18880,537359,shipped
18881,537360,shipped
18882,537362,shipped
18883,537365,shipped
18884,537366,shipped
18885,537367,shipped
18886,537368,shipped
18887,537369,shipped
18888,537370,shipped
18889,537371,shipped
18890,537372,shipped
18891,537374,shipped
18892,537375,shipped
18893,537376,shipped
18894,537377,shipped
18895,537378,shipped
18896,537380,shipped
18897,537381,shipped
18898,537382,shipped
18899,537384,returned
18900,537385,shipped
18901,537386,shipped
18902,537387,shipped
18903,537388,returned
18904,537389,shipped
18905,537390,shipped
18906,537391,shipped
18907,537392,
18908,537393,shipped
18909,537394,shipped
18910,537395,shipped
18911,537396,shipped
18912,537397,returned
18913,537399,shipped
18914,537400,shipped
18915,537403,shipped
18916,537404,shipped
18917,537405,shipped
18918,537407,shipped
18919,537409,shipped
18920,537410,shipped
18921,537412,shipped
18922,537415,shipped
18923,537418,shipped
18924,537419,shipped
18925,537420,shipped
18926,537421,shipped
18927,537422,NULL
18928,537423,shipped
18929,537424,shipped
18930,537428,shipped
18931,537429,shipped
18932,537433,shipped
18933,537435,shipped
18934,537440,shipped
18935,537441,shipped
18936,537446,nan
18937,537447,shipped
18938,537448,shipped
18939,537456,shipped
18940,537457,shipped
18941,537458,shipped
18942,537459,shipped
18943,537460,shipped
18944,537461,shipped
18945,537462,shipped
18946,537463,NULL
18947,537464,returned
18948,537465,shipped
18949,537467,shipped
18950,537468,shipped
18951,537469,returned
18952,537470,shipped
18953,537471,shipped
18954,537472,shipped
18955,537476,shipped
18956,537484,shipped
18957,537489,shipped
18958,537509,shipped
18959,537523,shipped
18960,537538,shipped
18961,537567,shipped
18962,537592,shipped
18963,537593,shipped
18964,537594,shipped
18965,537595,shipped
18966,537598,
18967,537599,shipped
18968,537601,shipped
18969,537603,shipped
18970,537604,shipped
18971,537605,shipped
18972,537606,shipped
18973,537607,shipped
18974,537608,shipped
18975,537609,shipped
18976,537612,shipped
18977,537614,canceled
18978,537615,shipped
18979,537616,shipped
18980,537617,shipped
18981,537618,returned
18982,537619,shipped
18983,537620,shipped
18984,537622,shipped
18985,537623,shipped
18986,537624,shipped
18987,537625,shipped
18988,537626,shipped
18989,537627,shipped
18990,537628,shipped
18991,537629,shipped
18992,537631,shipped
18993,537634,shipped
18994,537635,shipped
18995,537636,shipped
18996,537646,shipped
18997,537648,shipped
18998,537649,NULL
18999,537650,shipped
19000,537653,shipped
19001,537655,shipped
19002,537657,shipped
19003,537658,nan
19004,537659,shipped
19005,537664,
19006,537665,shipped
19007,537667,returned
19008,537668,shipped
19009,537669,shipped
19010,537670,
19011,537671,shipped
19012,537672,shipped
19013,537673,shipped
19014,537674,shipped
19015,537676,shipped
19016,537678,shipped
19017,537680,shipped
19018,537681,shipped
19019,537682,shipped
19020,537683,shipped
19021,537685,shipped
19022,537686,shipped
19023,537688,shipped
19024,537689,shipped
19025,537690,shipped
19026,537691,shipped
19027,537692,shipped
19028,537693,shipped
19029,537694,shipped
19030,537698,shipped
19031,537700,shipped
19032,537707,canceled
19033,537738,shipped
19034,537743,
19035,537751,shipped
19036,537754,shipped
19037,537755,shipped
19038,537757,shipped
19039,537758,canceled
19040,537759,shipped
19041,537760,shipped
19042,537761,shipped
19043,537762,shipped
19044,537764,shipped
19045,537765,shipped
19046,537766,shipped
19047,537767,shipped
19048,537768,nan
19049,537769,shipped
19050,537770,returned
19051,537771,shipped
19052,537772,shipped
19053,537773,shipped
19054,537774,shipped
19055,537775,shipped
19056,537780,shipped
19057,537781,shipped
19058,537789,shipped
19059,537791,shipped
19060,537792,returned
19061,537793,shipped
19062,537794,shipped
19063,537795,shipped
19064,537796,shipped
19065,537799,shipped
19066,537800,canceled
19067,537801,shipped
19068,537802,shipped
19069,537803,shipped
19070,537804,shipped
19071,537806,shipped
19072,537808,shipped
19073,537809,shipped
19074,537810,shipped
19075,537811,shipped
19076,537813,shipped
19077,537815,shipped
19078,537816,canceled
19079,537817,shipped
19080,537818,shipped
19081,537819,shipped
19082,537822,shipped
19083,537825,shipped
19084,537826,shipped
19085,537827,shipped
19086,537828,shipped
19087,537829,shipped
19088,537830,returned
19089,537831,shipped
19090,537833,shipped
19091,537836,shipped
19092,537837,shipped
19093,537840,shipped
19094,537841,shipped
19095,537842,shipped
19096,537843,shipped
19097,537844,shipped
19098,537845,shipped
19099,537846,nan
19100,537847,shipped
19101,537848,shipped
19102,537849,shipped
19103,537850,shipped
19104,537851,shipped
19105,537852,shipped
19106,537854,shipped
19107,537855,shipped
19108,537859,shipped
19109,537861,shipped
19110,537862,shipped
19111,537863,shipped
19112,537864,canceled
19113,537865,shipped
19114,537866,shipped
19115,537867,shipped
19116,537868,shipped
19117,537871,shipped
19118,537879,shipped
19119,537880,shipped
19120,537881,shipped
19121,537882,shipped
19122,537883,shipped
19123,537884,shipped
19124,537885,shipped
19125,537886,canceled
19126,537887,shipped
19127,537888,shipped
19128,537889,shipped
19129,537890,shipped
19130,537891,shipped
19131,537892,shipped
19132,537894,shipped
19133,537895,shipped
19134,537896,shipped
19135,537897,shipped
19136,537898,shipped
19137,537899,shipped
19138,537900,shipped
19139,537901,shipped
19140,537915,
19141,537955,shipped
19142,537963,shipped
19143,537967,shipped
19144,537981,shipped
19145,537995,shipped
19146,538000,shipped
19147,538002,shipped
19148,538003,
19149,538005,shipped
19150,538006,shipped
19151,538007,shipped
19152,538008,shipped
19153,538009,shipped
19154,538010,shipped
19155,538011,shipped
19156,538012,shipped
19157,538013,shipped
19158,538014,shipped
19159,538015,shipped
19160,538032,shipped
19161,538035,shipped
19162,538037,shipped
19163,538040,shipped
19164,538048,shipped
19165,538049,shipped
19166,538050,shipped
19167,538051,shipped
19168,538053,shipped
19169,538056,shipped
19170,538057,shipped
19171,538063,shipped
19172,538064,shipped
19173,538065,shipped
19174,538067,shipped
19175,538068,shipped
19176,538069,canceled
19177,538070,shipped
19178,538073,shipped
19179,538076,shipped
19180,538077,shipped
19181,538078,shipped
19182,538079,shipped
19183,538080,shipped
19184,538086,shipped
19185,538087,shipped
19186,538093,shipped
19187,538094,shipped
19188,538095,shipped
19189,538097,shipped
19190,538101,shipped
19191,538104,shipped
19192,538106,canceled
19193,538107,shipped
19194,538108,shipped
19195,538113,returned
19196,538116,shipped
19197,538117,canceled
19198,538120,shipped
19199,538125,shipped
19200,538126,shipped
19201,538145,shipped
19202,538146,shipped
19203,538147,shipped
19204,538151,shipped
19205,538155,shipped
19206,538156,shipped
19207,538157,NULL
19208,538163,shipped
19209,538165,shipped
19210,538166,shipped
19211,538167,returned
19212,538168,shipped
19213,538169,returned
19214,538170,returned
19215,538171,shipped
19216,538172,shipped
19217,538174,shipped
19218,538175,shipped
